DMSO_percent	total_volume	time_min	percent_volume
19.1489	5	33	0.91235896220841
19.1489	5	40	0.903979487997271
19.1489	5	40	0.895437937076314
19.1489	5	52	0.876067197973572
19.1489	5	52	0.870149198130065
19.1489	5	62	0.85258237464329
19.1489	5	62	0.849881183388332
19.1489	5	70	0.831407533935658
19.1489	5	70	0.827570850428201
19.1489	5	80	0.80522773087895
19.1489	5	80	0.801571545220148
19.1489	5	90	0.782705400308106
19.1489	5	90	0.781572548596136
20.4255	5	0	1
20.4255	5	0	1
20.4255	5	10	0.976379626641757
20.4255	5	10	0.968477742177381
20.4255	5	100	0.75121164126766
20.4255	5	100	0.754485447088525
20.4255	5	110	0.730108192939392
20.4255	5	110	0.732374515995913
20.4255	5	120	0.705132552257312
20.4255	5	120	0.706608122108521
20.4255	5	150	0.625946218621883
20.4255	5	150	0.639178124422966
20.4255	5	20	0.949855109018154
20.4255	5	20	0.941673279254976
20.4255	5	33	0.91694147401076
20.4255	5	33	0.908219543469749
20.4255	5	40	0.89912938918323
20.4255	5	40	0.891025355766121
20.4255	5	52	0.871443213853484
20.4255	5	52	0.8674771611014
20.4255	5	62	0.847822840495236
20.4255	5	62	0.845123580274407
20.4255	5	70	0.828461878726184
20.4255	5	70	0.825205172766285
20.4255	5	80	0.802518189955652
20.4255	5	80	0.801266510276283
20.4255	5	90	0.779091426215098
20.4255	5	90	0.778972240474649
21.7021	5	0	1
21.7021	5	0	1
21.7021	5	10	0.977326180743486
21.7021	5	10	0.969148821677283
21.7021	5	100	0.754301803401372
21.7021	5	100	0.756003976088461
21.7021	5	110	0.731041592267532
21.7021	5	110	0.734038981870593
21.7021	5	120	0.703872101951534
21.7021	5	120	0.708566843752708
21.7021	5	150	0.624513734553728
21.7021	5	150	0.634719469103986
21.7021	5	20	0.950352154386596
21.7021	5	20	0.942864761811392
21.7021	5	33	0.917905137174687
21.7021	5	33	0.911150168479151
21.7021	5	40	0.899922452936757
21.7021	5	40	0.892461159528032
21.7021	5	52	0.873925746375407
21.7021	5	52	0.868297636661413
21.7021	5	62	0.850079143364243
21.7021	5	62	0.849771398141863
21.7021	5	70	0.832096459126316
21.7021	5	70	0.826329661643847
21.7021	5	80	0.804536040892102
21.7021	5	80	0.80233378974477
21.7021	5	90	0.783230469349341
21.7021	5	90	0.780922454866624
22.9787	5	0	1
22.9787	5	0	1
22.9787	5	10	0.979118009787303
22.9787	5	10	0.970719448505304
22.9787	5	100	0.761515962243778
22.9787	5	100	0.764612935138198
22.9787	5	110	0.74102428960515
22.9787	5	110	0.742269673653047
22.9787	5	120	0.717995552735072
22.9787	5	120	0.719742103477826
22.9787	5	150	0.639932037921252
22.9787	5	150	0.651050683312653
22.9787	5	20	0.950039350519155
22.9787	5	20	0.94607093759783
22.9787	5	33	0.918813944593626
22.9787	5	33	0.912455393030989
22.9787	5	40	0.900859336186448
22.9787	5	40	0.895836362666278
22.9787	5	52	0.874317741149748
22.9787	5	52	0.871474286413293
22.9787	5	62	0.850898686705605
22.9787	5	62	0.853062056379208
22.9787	5	70	0.833919872233596
22.9787	5	70	0.831273149713811
22.9787	5	80	0.806402483261724
22.9787	5	80	0.807637346148927
22.9787	5	90	0.787472080919373
22.9787	5	90	0.787694860133173
24.2553	5	0	1
24.2553	5	0	1
24.2553	5	10	0.980637714161173
24.2553	5	10	0.971867365745707
24.2553	5	100	0.765501204840903
24.2553	5	100	0.766967619934279
24.2553	5	110	0.746530076291754
24.2553	5	110	0.747737165943384
24.2553	5	120	0.725407582649398
24.2553	5	120	0.726472212616501
24.2553	5	150	0.652261169480506
24.2553	5	150	0.663048388848552
24.2553	5	20	0.953256703884048
24.2553	5	20	0.945680677907071
24.2553	5	33	0.922942013934373
24.2553	5	33	0.917124785227593
24.2553	5	40	0.904948778609405
24.2553	5	40	0.899347710440434
24.2553	5	52	0.878545661556463
24.2553	5	52	0.875141584626593
24.2553	5	62	0.856836431979599
24.2553	5	62	0.856649170950464
24.2553	5	70	0.840016668523651
24.2553	5	70	0.834274924267858
24.2553	5	80	0.813613551470709
24.2553	5	80	0.811900677585249
24.2553	5	90	0.792882215118028
24.2553	5	90	0.794149599342185
25.5319	5	0	1
25.5319	5	0	1
25.5319	5	10	0.983574606289967
25.5319	5	10	0.975250406748189
25.5319	5	100	0.771022190066092
25.5319	5	100	0.773164871797578
25.5319	5	110	0.752054771139033
25.5319	5	110	0.751173775967966
25.5319	5	120	0.727025599771364
25.5319	5	120	0.729552066108312
25.5319	5	150	0.657804297707656
25.5319	5	150	0.665796047693345
25.5319	5	20	0.958349894520989
25.5319	5	20	0.950600049517119
25.5319	5	33	0.925890187903546
25.5319	5	33	0.920170739926617
25.5319	5	40	0.908487092186962
25.5319	5	40	0.900892604342784
25.5319	5	52	0.885413324832392
25.5319	5	52	0.879913714863635
25.5319	5	62	0.863708340286992
25.5319	5	62	0.862147685494556
25.5319	5	70	0.843763219353381
25.5319	5	70	0.839323567211983
25.5319	5	80	0.820298371196192
25.5319	5	80	0.816962608785352
25.5319	5	90	0.79781122504555
25.5319	5	90	0.797004327358161
26.8085	5	0	1
26.8085	5	0	1
26.8085	5	10	0.98330069656477
26.8085	5	10	0.974902688454589
26.8085	5	100	0.78330198012872
26.8085	5	100	0.785406811276763
26.8085	5	110	0.764638052759933
26.8085	5	110	0.763655909850465
26.8085	5	120	0.741455490343969
26.8085	5	120	0.743578375983854
26.8085	5	150	0.674265351816335
26.8085	5	150	0.683159258630238
26.8085	5	20	0.960314596542159
26.8085	5	20	0.954378784872397
26.8085	5	33	0.932809861472368
26.8085	5	33	0.926809939910727
26.8085	5	40	0.916110558037138
26.8085	5	40	0.911029203523117
26.8085	5	52	0.890373984507546
26.8085	5	52	0.885361539847756
26.8085	5	62	0.868370196451716
26.8085	5	62	0.868249437147964
26.8085	5	70	0.852260280196552
26.8085	5	70	0.84880011171713
26.8085	5	80	0.827309556240385
26.8085	5	80	0.826305544650408
26.8085	5	90	0.807270392118109
26.8085	5	90	0.806228010783796
28.0851	5	0	1
28.0851	5	0	1
28.0851	5	10	0.979487311654081
28.0851	5	10	0.973868282649313
28.0851	5	100	0.779488600281369
28.0851	5	100	0.782611308960929
28.0851	5	110	0.758581437159564
28.0851	5	110	0.760191137042715
28.0851	5	120	0.738068748813645
28.0851	5	120	0.740573546848583
28.0851	5	150	0.670810799525582
28.0851	5	150	0.680973389014806
28.0851	5	20	0.954240925997564
28.0851	5	20	0.951320399128517
28.0851	5	33	0.927219403849574
28.0851	5	33	0.921893617238619
28.0851	5	40	0.909270801546895
28.0851	5	40	0.905078806129904
28.0851	5	52	0.882840991562732
28.0851	5	52	0.879473908238601
28.0851	5	62	0.863117252768576
28.0851	5	62	0.864444671431464
28.0851	5	70	0.844576938302072
28.0851	5	70	0.843706241297474
28.0851	5	80	0.822880825628504
28.0851	5	80	0.822033456630647
28.0851	5	90	0.803748798998175
28.0851	5	90	0.804471060909213
29.3617	5	0	1
29.3617	5	0	1
29.3617	5	10	0.984095530725626
29.3617	5	10	0.975518242708734
29.3617	5	100	0.785687276527816
29.3617	5	100	0.785677535968016
29.3617	5	110	0.768192360326005
29.3617	5	110	0.766885207409185
29.3617	5	120	0.745130879878164
29.3617	5	120	0.747152583859016
29.3617	5	150	0.687874790490419
29.3617	5	150	0.695097562325695
29.3617	5	20	0.960437632679996
29.3617	5	20	0.952454528129196
29.3617	5	33	0.931014364522402
29.3617	5	33	0.925547108972753
29.3617	5	40	0.915109895248031
29.3617	5	40	0.909787127077786
29.3617	5	52	0.888867520945315
29.3617	5	52	0.883648052271899
29.3617	5	62	0.868589322620488
29.3617	5	62	0.867613096635855
29.3617	5	70	0.851293212284607
29.3617	5	70	0.846941147470628
29.3617	5	80	0.827635314238977
29.3617	5	80	0.823638311082216
29.3617	5	90	0.808947562841588
29.3617	5	90	0.807476869746569
30.6383	5	0	1
30.6383	5	0	1
30.6383	5	10	0.983230295031839
30.6383	5	10	0.976626072859925
30.6383	5	100	0.781794196069042
30.6383	5	100	0.787149497424408
30.6383	5	110	0.764824851756022
30.6383	5	110	0.768041662723454
30.6383	5	120	0.7444616385804
30.6383	5	120	0.74571836798115
30.6383	5	150	0.682573441674087
30.6383	5	150	0.693314664120611
30.6383	5	20	0.958475016269315
30.6383	5	20	0.954956051428037
30.6383	5	33	0.927930196505878
30.6383	5	33	0.924192355832572
30.6383	5	40	0.911360130882575
30.6383	5	40	0.907359352656049
30.6383	5	52	0.887603048844344
30.6383	5	52	0.885302090311527
30.6383	5	62	0.86544308156499
30.6383	5	62	0.86641668657122
30.6383	5	70	0.849671573321124
30.6383	5	70	0.847687485708215
30.6383	5	80	0.826313769972614
30.6383	5	80	0.825742336873656
30.6383	5	90	0.803754524003539
30.6383	5	90	0.806067527276184
31.9149	5	0	1
31.9149	5	0	1
31.9149	5	10	0.980742352876202
31.9149	5	10	0.978742687154761
31.9149	5	100	0.777734656112832
31.9149	5	100	0.783948082262387
31.9149	5	110	0.759480011443401
31.9149	5	110	0.764696351359505
31.9149	5	120	0.740422964810474
31.9149	5	120	0.745825623813357
31.9149	5	150	0.68405422687519
31.9149	5	150	0.696456929507983
31.9149	5	20	0.955867892007963
31.9149	5	20	0.953399424191844
31.9149	5	33	0.925978418867902
31.9149	5	33	0.924158009899662
31.9149	5	40	0.908124975180216
31.9149	5	40	0.90758747289998
31.9149	5	52	0.883049913821102
31.9149	5	52	0.883828972560573
31.9149	5	62	0.862388063261194
31.9149	5	62	0.86591099921488
31.9149	5	70	0.844935820555252
31.9149	5	70	0.847231019155716
31.9149	5	80	0.822669166068361
31.9149	5	80	0.825120042417001
31.9149	5	90	0.802609116981071
31.9149	5	90	0.807393308175526
33.1915	5	0	1
33.1915	5	0	1
33.1915	5	10	0.980843038071949
33.1915	5	10	0.975866322634125
33.1915	5	100	0.773141240325706
33.1915	5	100	0.775778886329081
33.1915	5	110	0.756000800705871
33.1915	5	110	0.761068607084871
33.1915	5	120	0.740876883394251
33.1915	5	120	0.745785289664105
33.1915	5	150	0.692883652458712
33.1915	5	150	0.701272590721813
33.1915	5	20	0.951603464602817
33.1915	5	20	0.948317262772432
33.1915	5	33	0.923372152287794
33.1915	5	33	0.919009505679816
33.1915	5	40	0.904013538128921
33.1915	5	40	0.900447942985317
33.1915	5	52	0.8786053570454
33.1915	5	52	0.876457702884064
33.1915	5	62	0.856020307193382
33.1915	5	62	0.858881740032941
33.1915	5	70	0.83807325865026
33.1915	5	70	0.836530294802488
33.1915	5	80	0.81528655656742
33.1915	5	80	0.814751395024448
33.1915	5	90	0.793508115638687
33.1915	5	90	0.79679357096367
34.4681	5	0	1
34.4681	5	0	1
34.4681	5	10	0.982859560380165
34.4681	5	10	0.977671831231875
34.4681	5	100	0.773141240325706
34.4681	5	100	0.781389941416895
34.4681	5	110	0.760235497553124
34.4681	5	110	0.763778425251306
34.4681	5	120	0.743296710164113
34.4681	5	120	0.748846407213853
34.4681	5	150	0.69893321938336
34.4681	5	150	0.709793968676328
34.4681	5	20	0.957854683758289
34.4681	5	20	0.954177640049957
34.4681	5	33	0.927203544673404
34.4681	5	33	0.92441843221117
34.4681	5	40	0.90764327828371
34.4681	5	40	0.905427458450542
34.4681	5	52	0.882235097200189
34.4681	5	52	0.881318385243705
34.4681	5	62	0.86206987411803
34.4681	5	62	0.864280588780509
34.4681	5	70	0.844324477805729
34.4681	5	70	0.843988587017414
34.4681	5	80	0.821739427953711
34.4681	5	80	0.82235658932291
34.4681	5	90	0.799356030332514
34.4681	5	90	0.803979290662986
35.7447	5	0	1
35.7447	5	0	1
35.7447	5	10	0.980109732038489
35.7447	5	10	0.977168106012763
35.7447	5	100	0.781815938177306
35.7447	5	100	0.787858937395043
35.7447	5	110	0.769232299262881
35.7447	5	110	0.77053835454279
35.7447	5	120	0.754822003086684
35.7447	5	120	0.758990968399364
35.7447	5	150	0.709561495378348
35.7447	5	150	0.714534723018098
35.7447	5	20	0.955754301881537
35.7447	5	20	0.953155427042107
35.7447	5	33	0.927136671447121
35.7447	5	33	0.923631233641102
35.7447	5	40	0.909478984583329
35.7447	5	40	0.904145235537669
35.7447	5	52	0.883905782918529
35.7447	5	52	0.882737710028449
35.7447	5	62	0.863812553039044
35.7447	5	62	0.865417127176193
35.7447	5	70	0.845951904257282
35.7447	5	70	0.846749415455592
35.7447	5	80	0.823626093280071
35.7447	5	80	0.824617090801654
35.7447	5	90	0.805156558744387
35.7447	5	90	0.808066366783153
37.0213	5	0	1
37.0213	5	0	1
37.0213	5	10	0.981774118141615
37.0213	5	10	0.979526150959029
37.0213	5	100	0.792832476209663
37.0213	5	100	0.798023789993473
37.0213	5	110	0.779061809916657
37.0213	5	110	0.781084551910615
37.0213	5	120	0.765898673018932
37.0213	5	120	0.767417486108064
37.0213	5	150	0.718308870388696
37.0213	5	150	0.724492503601612
37.0213	5	20	0.955042824749311
37.0213	5	20	0.953146198402832
37.0213	5	33	0.924868864783758
37.0213	5	33	0.923813194089021
37.0213	5	40	0.909275610304915
37.0213	5	40	0.908260928728685
37.0213	5	52	0.883556865904743
37.0213	5	52	0.884259008486808
37.0213	5	62	0.865128474247934
37.0213	5	62	0.867897650624594
37.0213	5	70	0.851762827551781
37.0213	5	70	0.850765785801521
37.0213	5	80	0.829891769321716
37.0213	5	80	0.832671780198712
37.0213	5	90	0.815716083431861
37.0213	5	90	0.816310422336498
38.2979	5	0	1
38.2979	5	0	1
38.2979	5	10	0.980125866807258
38.2979	5	10	0.976591533703796
38.2979	5	100	0.797405519800467
38.2979	5	100	0.802396711115305
