ocnt_batch	ammonium_fluoride_area	ammonium_formate_area
OCNT-2316935-AA-004	1698.5	235
OCNT-2314376-AA-004	17911.5	5113
OCNT-2328590-AA-001	14837	9473.5
OCNT-2315656-AA-004	1368.5	337
OCNT-2314696-AA-004	168	0
OCNT-2328840-AA-001	1970.5	574
OCNT-2318533-AA-004	17994	6962.5
OCNT-2317255-AA-004	159339.5	80207.5
OCNT-2315975-AA-004	6331	3121.5
OCNT-2316951-AA-004	155904.5	67885.5
OCNT-2328581-AA-001	0	0
OCNT-2315672-AA-004	80124	60297
OCNT-2314392-AA-004	40157	21935.5
OCNT-2318230-AA-004	34736	7238.5
OCNT-2315991-AA-004	85251.5	25720
OCNT-2314712-AA-004	52208.5	19333.5
OCNT-2318549-AA-004	27041	6770
OCNT-2317271-AA-004	164671.5	136509.5
OCNT-2328887-BA-001	17923	5245
OCNT-2316967-AA-004	24971.5	22046
OCNT-2315688-AA-004	22563.5	8319.5
OCNT-2328603-AA-001	170	25
OCNT-2314408-AA-004	83981.5	19844
OCNT-2318246-AA-004	65310	23652
OCNT-2318565-AA-004	94216	67996
OCNT-2314728-AA-004	1300.5	235
OCNT-2317287-AA-004	107802	92525
OCNT-2328848-AA-001	142	22
OCNT-2316007-AA-004	5016	1903
OCNT-2314424-AA-004	18119.5	5533.5
OCNT-2318262-AA-004	21993	9198.5
OCNT-0498069-AA-003	5098	2356.5
OCNT-2316983-AA-004	29011	8369.5
OCNT-2315704-AA-004	25304.5	7100.5
OCNT-2314744-AA-004	4466	1815.5
OCNT-2316023-AA-004	123475.5	36346
OCNT-2317303-AA-004	138212.5	77159.5
OCNT-2318581-AA-004	4359	393.5
OCNT-2328892-FP-001	345	49.5
OCNT-2316999-AA-004	27295.5	15671
OCNT-2315720-AA-004	37003	4971
OCNT-2314440-AA-004	120744.5	13908
OCNT-0493196-AA-002	19263.5	2408
OCNT-2318278-AA-004	320859.5	89067.5
OCNT-2317319-AA-004	44749.5	21120.5
OCNT-2328651-AA-001	386984.5	243185.5
OCNT-2316039-AA-004	120749.5	32733
OCNT-2318597-AA-004	3167	1168
OCNT-2314760-AA-004	35443.5	10738.5
OCNT-2318294-AA-004	5610.5	1666.5
OCNT-2317015-AA-004	163020	76029.5
OCNT-2315736-AA-004	52826	11589
OCNT-2328609-AA-001	613	357
OCNT-2314456-AA-004	1146.5	73
OCNT-2318613-AA-004	11655.5	5169.5
OCNT-2317335-AA-004	90515	21154
OCNT-1056896-AA-002	31	110.5
OCNT-2316055-AA-004	15016	5146.5
OCNT-2314776-AA-004	14456.5	7386.5
OCNT-2315752-AA-004	67156	24239
OCNT-2314472-FO-004	7641	1649.5
OCNT-2317031-AA-004	101033.5	35580.5
OCNT-0022135-AA-004	124081	101738
OCNT-2318310-AA-004	20514.5	9930.5
OCNT-2314792-AA-004	554.5	24
OCNT-2318629-AA-004	162660	57898
OCNT-2316071-AA-004	24405.5	6322
OCNT-2317351-AA-004	45859	17242
OCNT-2328663-AQ-001	227855.5	215881
OCNT-2328625-AA-001	22153.5	6679.5
OCNT-2318326-AA-004	19447.5	13181
OCNT-2315768-AA-004	49332	15725.5
OCNT-2314488-AA-004	6538.5	2063
OCNT-2317047-AA-004	33880	16387.5
OCNT-2314733-AA-004	269175	162512.5
OCNT-2314340-AA-004	10290	3048
OCNT-2313624-AA-004	99600.5	19432.5
OCNT-2314808-AA-004	5226	1380.5
OCNT-2316087-AA-004	7590	2432
OCNT-2317367-AA-004	14625	2600
OCNT-2318645-AQ-004	35378.5	17937.5
OCNT-2317063-AA-004	13896.5	12833.5
OCNT-2315784-AA-004	157686.5	45276
OCNT-2314504-AA-004	31315	7788
OCNT-2318342-AA-004	218138.5	151496.5
OCNT-2314824-AA-004	37015.5	19295
OCNT-2316103-AA-004	0	32.5
OCNT-2318661-AA-004	10038.5	5192.5
OCNT-2317383-AA-004	2479.5	2442
OCNT-2315800-AA-004	35851	7352
OCNT-2314520-AA-004	23902.5	8168
OCNT-2317079-AA-004	12123	3238
OCNT-2318357-CN-004	82062	14684
OCNT-2318677-AA-004	22923.5	16476.5
OCNT-2317399-AA-004	21115.5	8961.5
OCNT-2316119-AA-004	70642	10942
OCNT-2314840-AA-004	18306.5	12739
OCNT-2314216-AA-004	212029.5	73796.5
OCNT-2318055-AA-004	16316	10000.5
OCNT-0498090-AA-002	87	0
OCNT-2315496-AA-004	1103	159
OCNT-2316775-AA-004	99712	55062.5
OCNT-2315816-AA-004	3220.5	480.5
OCNT-2328904-AA-001	93208	23906
OCNT-2314536-AA-004	139139	54251.5
OCNT-2318373-AA-004	7894	1379
OCNT-2317095-AA-004	25904	4590
OCNT-2318071-AA-004	23807	10771.5
OCNT-2328484-AA-001	51	145
OCNT-2314232-AA-004	30190	10342
OCNT-2316791-AA-004	445111.5	290835
OCNT-2315512-AA-004	380248	236309
OCNT-2314552-AA-004	14884	4243.5
OCNT-2315832-AA-004	264454	179188.5
OCNT-2317111-AA-004	15326	5241
OCNT-0008444-AA-003	3074.5	3206.5
OCNT-2318389-CN-004	33495	14183
OCNT-2315528-AA-004	62556	16777.5
OCNT-2316807-AA-004	49552.5	26293.5
OCNT-2314248-AA-004	29230.5	12189
OCNT-2328512-AA-001	63363.5	19982.5
OCNT-2318087-AA-004	27153.5	10066
OCNT-2328692-AA-001	12947	2628
OCNT-2316488-AA-004	12593	3304.5
OCNT-2315209-AA-004	19711.5	12087
OCNT-2313929-AA-004	253951.5	77669
OCNT-2317768-AA-004	142858.5	71644
OCNT-2317464-AA-004	21439.5	17054.5
OCNT-0493753-AA-002	80520.5	15667
OCNT-2313625-AA-004	223560	120242.5
OCNT-2316184-AA-004	9938.5	4042.5
OCNT-2314905-AA-004	64839	53838.5
OCNT-2328687-AA-001	7602	740
OCNT-2313945-AA-004	32079.5	10019.5
OCNT-2317784-AA-004	9234.5	7512.5
OCNT-2316504-AA-004	15511.5	4275
OCNT-2315225-AA-004	45802	7667
OCNT-2314921-AA-004	4355	666
OCNT-2317480-AA-004	45788	32412.5
OCNT-2316200-AA-004	46865.5	20672
OCNT-2313641-AA-004	6778.5	2860
OCNT-0494687-AA-002	525	43
OCNT-2317800-AA-004	14044	5028.5
OCNT-2313961-AA-004	95450	36432
OCNT-2315241-AA-004	2587.5	632
OCNT-0493887-AA-002	35158.5	7984
OCNT-0494015-AA-002	4707	1111.5
OCNT-2313657-AA-004	4387.5	2220
OCNT-2316216-AA-004	19579	2978.5
OCNT-2317496-AA-004	56021.5	24986
OCNT-2314937-AA-004	7522	3620.5
OCNT-2328705-AA-001	0	0
OCNT-2315257-AA-004	15285.5	5571.5
OCNT-2317816-AA-004	33795	14135.5
OCNT-2313977-AA-004	840	93
OCNT-2316536-AA-004	225668	197576
OCNT-2317512-AA-004	139748.5	68096.5
OCNT-2314953-AA-004	10005.5	3580.5
OCNT-2313673-AA-004	110886	25304.5
OCNT-0493992-AA-002	4266.5	1295.5
OCNT-2316232-AA-004	33146	21034
OCNT-2317832-AA-004	172620	85212
OCNT-2316552-AA-004	88646.5	63692.5
OCNT-2313993-AA-004	22221	4511.5
OCNT-0494785-AA-002	64334.5	25502.5
OCNT-2315273-AA-004	63656	16271.5
OCNT-2317528-AA-004	260967	67395
OCNT-2328365-AA-001	822.5	182
OCNT-2314969-AA-004	132657.5	64667.5
OCNT-2316248-AA-004	137738.5	26725
OCNT-2313689-AA-004	392	38
OCNT-2316568-AA-004	357781	206971
OCNT-2315289-AA-004	4156	1790.5
OCNT-2317848-AA-004	13986	4661.5
OCNT-2314009-AA-004	45153.5	14036.5
OCNT-2329008-AQ-001	85.5	21
OCNT-2313705-AA-004	185117	65517.5
OCNT-0495015-AA-002	3920	1511.5
OCNT-2316264-AA-004	39007.5	17196.5
OCNT-2314985-AA-004	14006	6399
OCNT-2317544-AA-004	45166.5	16039.5
OCNT-2314025-AA-004	214346.5	85311.5
OCNT-2328753-AA-001	3202	525
OCNT-2315305-AA-004	22909.5	4417
OCNT-2316584-AA-004	10896	7290
OCNT-2317864-AA-004	27304	19065.5
OCNT-2328381-AW-001	12688.5	4626
OCNT-2317560-AA-004	9433.5	1814
OCNT-2315001-AA-004	33530.5	16246.5
OCNT-2313721-AA-004	17942	5158
OCNT-2316280-AA-004	14847.5	4514.5
OCNT-2314041-AA-004	4690	1708
OCNT-2317880-AA-004	72963	26246.5
OCNT-2328745-CM-001	245467	156927
OCNT-2315321-AA-004	17727	7170
OCNT-2316600-AA-004	6286	1664.5
OCNT-2316296-AA-004	36521	6136
OCNT-2315017-AA-004	55269	18591.5
OCNT-2328407-AA-001	0	0
OCNT-2313737-AA-004	14238	5438.5
OCNT-2317576-AA-004	54283.5	17218
OCNT-2316616-AA-004	32613	6530.5
OCNT-2328768-AA-001	9232	3263.5
OCNT-2314057-AA-004	0	0
OCNT-2315337-AA-004	49365.5	14083.5
OCNT-2317896-AA-004	733.5	1382
OCNT-2328400-AA-001	3495	3446
OCNT-2317592-AA-004	34621	12339.5
OCNT-2315033-AA-004	3537.5	826.5
OCNT-2316312-AA-004	44026	23565.5
OCNT-2313753-AA-004	30365.5	15307
OCNT-2317912-AA-004	20955	4628
OCNT-2316632-AA-004	158969.5	33881
OCNT-0497667-AA-002	124	426.5
OCNT-2314073-AA-004	68817	24499.5
OCNT-2315353-AA-004	65612.5	24352.5
OCNT-0493842-AA-002	35224	8469.5
OCNT-2315049-AA-004	22396	5655
OCNT-2317608-AA-004	12958.5	2974.5
OCNT-2313769-AA-004	13157	5799
OCNT-2316328-AA-004	18937	3043
OCNT-2314089-AA-004	25956.5	14836
OCNT-2328789-AA-001	543.5	34.5
OCNT-2317928-AA-004	113940.5	68250.5
OCNT-2315369-AA-004	45526.5	15093
OCNT-2316648-AA-004	10661	2759.5
OCNT-2313785-AA-004	40495	9571.5
OCNT-2316344-AA-004	91902	33690
OCNT-2317624-AA-004	86127.5	40080.5
OCNT-2328419-AA-001	14910	5791
OCNT-2315385-AA-004	86301	34244.5
OCNT-2317944-AA-004	4174	1339.5
OCNT-2314105-AA-004	23477	8566
OCNT-2316664-AA-004	37079.5	18678
OCNT-2328780-AA-001	7868.5	4607.5
OCNT-0494107-AA-002	21262	28
OCNT-2315081-AA-004	83599.5	71683
OCNT-2316360-AA-004	393085.5	188790.5
OCNT-2313801-AA-004	1226.5	217
OCNT-2317640-AA-004	84102.5	36314.5
OCNT-2315401-AA-004	7016.5	2647
OCNT-2316680-AA-004	106067.5	53709
OCNT-2317960-AA-004	7577.5	2670
OCNT-2314121-AA-004	12311.5	8511
OCNT-2328811-FP-001	781	240.5
OCNT-2317656-AA-004	63741	35982.5
OCNT-2316376-AA-004	83273	38150
OCNT-0493917-AA-002	185584.5	102549.5
OCNT-2315097-AA-004	212482	157289
OCNT-2313817-AA-004	2138.5	330
OCNT-2315417-AA-004	89815.5	54445
OCNT-2317976-AA-004	10898	3829
OCNT-2314137-AA-004	36514	5380
OCNT-2316696-AA-004	50728.5	43094.5
OCNT-2328800-AQ-001	17121.5	12454.5
OCNT-2316392-AA-004	110783	34244
OCNT-0493851-AA-002	51	21
OCNT-2313833-AA-004	12691	4014
OCNT-2317672-AA-004	10397	3468.5
OCNT-2315113-AA-004	18433	4336
OCNT-2315433-AA-004	79162.5	45364.5
OCNT-2314153-AA-004	5898.5	1661
OCNT-2317992-AA-004	15138	9621.5
OCNT-2316712-AA-004	14173	370.5
OCNT-2328830-FJ-001	53234	10358
OCNT-2316408-AA-004	23851	8912.5
OCNT-2315129-AA-004	18442	4838
OCNT-2313849-AA-004	483399	282528
OCNT-2328455-AA-001	78187	6007
OCNT-2317688-AA-004	13267	6500.5
OCNT-2314625-AA-004	10961	4182
OCNT-2313827-AA-004	116931	27010
OCNT-2316586-AA-004	27989.5	14695.5
OCNT-2318008-AA-004	30010.5	6784
OCNT-2316728-AA-004	28559.5	9526
OCNT-2315449-AA-004	1799	169.5
OCNT-2314169-AA-004	186253	107873.5
OCNT-2316424-AA-004	8271	3250.5
OCNT-2315145-AA-004	72257.5	62951
OCNT-2317704-AA-004	16813.5	1614.5
OCNT-2313865-AA-004	82006	44077.5
OCNT-2314185-AA-004	8491.5	3160.5
OCNT-2316744-AA-004	5236.5	3129
OCNT-2318024-AA-004	74962	29703
OCNT-2315465-AA-004	138157	95655.5
OCNT-2316440-AA-004	92059	40515
OCNT-2315161-AA-004	244905.5	134054.5
OCNT-2313881-AA-004	11689	2821
OCNT-2317720-AA-004	7700	2396
OCNT-2314201-AA-004	35618.5	6531.5
OCNT-2318040-AA-004	24706.5	8550.5
OCNT-2316760-AA-004	11629	4251.5
OCNT-2315481-AA-004	61701.5	19156.5
OCNT-2317416-AA-004	32362	11946
OCNT-2316136-AA-004	3515	1238
OCNT-0017272-AQ-002	24067	17301.5
OCNT-2314857-AQ-004	826.5	1453
OCNT-2313577-AA-004	122351.5	40704
OCNT-2328673-AA-001	8576	879.5
OCNT-2316456-AA-004	2744.5	782.5
OCNT-2315177-AA-004	30453.5	10129.5
OCNT-2313897-AA-004	72877.5	35517
OCNT-2317736-AA-004	33040	6963
OCNT-2314873-AA-004	1343	206
OCNT-2313593-AA-004	31515.5	15336.5
OCNT-2316152-AA-004	266620.5	184044
OCNT-2317432-AA-004	67344.5	24983.5
OCNT-1755349-AA-003	167	0
OCNT-2313913-AA-004	31815.5	10334.5
OCNT-2328665-AA-001	4759.5	2134.5
OCNT-2316472-AA-004	113682.5	58680.5
OCNT-2315193-AA-004	79786.5	13885
OCNT-2317752-AA-004	258211.5	81679.5
OCNT-2314889-AA-004	16833	4001.5
OCNT-0494136-AA-002	27551	10163.5
OCNT-2316168-AA-004	40402.5	14164
OCNT-2317448-AA-004	20760.5	10373
OCNT-2313609-AA-004	8239.5	3043.5
OCNT-2317128-AA-004	31698	13811
OCNT-2315849-AA-004	451114.5	305361.5
OCNT-2318406-AA-004	78122.5	24704
OCNT-2314569-AA-004	42351.5	26866
OCNT-2314265-AA-004	13939.5	4249
OCNT-2318103-AA-004	424201	269602.5
OCNT-0498127-AA-002	13418	1847
OCNT-2316824-AA-004	3151	1054.5
OCNT-2314585-AA-004	332416.5	186991
OCNT-2328693-AA-001	0	0
OCNT-2315865-AA-004	138688.5	46740.5
OCNT-2318422-AA-004	83875.5	35508
OCNT-2317144-AA-004	1594	862.5
OCNT-2315561-AA-004	8710	3809
OCNT-2316840-AA-004	82402	29505
OCNT-0498184-AA-003	206836	55843.5
OCNT-2314281-AA-004	19899.5	6028
OCNT-2318119-AA-004	8421	3612.5
OCNT-2318438-AA-004	28489.5	5992
OCNT-2317160-AA-004	11162	3682.5
OCNT-2315880-AA-004	146871	30366.5
OCNT-2328927-AA-001	292	275.5
OCNT-2314297-AA-004	314311.5	123655.5
OCNT-2316856-AA-004	23799	8197
OCNT-0493792-AA-002	6652	1515
OCNT-2315577-AA-004	158778	46211
OCNT-2318135-AA-004	67552.5	13215.5
OCNT-2318454-AA-004	21107.5	9381.5
OCNT-2315896-AA-004	2671.5	801
OCNT-2314617-AA-004	339018	108652.5
OCNT-2328715-AA-001	27186.5	9676.5
OCNT-2317176-AA-004	41979	9431
OCNT-2318151-AA-004	21970.5	3111.5
OCNT-2328544-AA-001	21510	13731.5
OCNT-2315593-AA-004	17613.5	3577
OCNT-2316872-AA-004	23527.5	2854.5
OCNT-2315912-AA-004	1509.5	445
OCNT-2317192-AA-004	61560	32450.5
OCNT-2318470-AA-004	44944	13955
OCNT-2314633-AA-004	2328	313
OCNT-2328933-AA-001	37024.5	24928
OCNT-2315609-AA-004	38827	11536.5
OCNT-2314329-AA-004	14383.5	4315.5
OCNT-2328727-AQ-001	196716	128726
OCNT-2318167-AA-004	12126	4235
OCNT-2316888-AA-004	82742	58192.5
OCNT-2315928-AA-004	81591	36415.5
OCNT-2328736-AA-001	240	0
OCNT-2314649-AA-004	20368.5	3681.5
OCNT-2318486-AA-004	2164.5	495.5
OCNT-2317208-AA-004	926.5	305.5
OCNT-2315625-AA-004	19176.5	5887
OCNT-2318183-AA-004	33950.5	5847
OCNT-2328562-AA-001	0	0
OCNT-2316904-AA-004	43805.5	13243.5
OCNT-2314345-AA-004	39959.5	11216
OCNT-2317224-AA-004	27729.5	4548
OCNT-2315944-AA-004	54606	22471.5
OCNT-2314665-AA-004	104610	92652.5
OCNT-2328940-AA-001	1384.5	381
OCNT-2318502-AA-004	11554	2887.5
OCNT-2316920-AA-004	12155	96
OCNT-2315641-AA-004	285.5	51.5
OCNT-0497847-AA-002	17357	12176.5
OCNT-2318199-AA-004	80223.5	17931
OCNT-2314361-AA-004	4212.5	773.5
OCNT-2315960-AA-004	156572	95200
OCNT-2317240-AA-004	11558	3495.5
OCNT-2314681-AA-004	85323.5	25183
OCNT-0495143-AA-002	0	0
OCNT-2318518-AA-004	1924	326.5
OCNT-2318215-AA-004	90739	37879.5
OCNT-2315657-AA-004	3766	1264
OCNT-2314377-AA-004	111505.5	48553
OCNT-2328583-AQ-001	14793	9335.5
OCNT-2316936-AA-004	90610.5	14864.5
OCNT-2314697-AA-004	279354	140720
OCNT-2328947-AA-001	241.5	41
OCNT-2317256-AA-004	96281.5	118892
OCNT-2318534-AA-004	370532.5	259771.5
OCNT-2315976-AA-004	20819	7253
OCNT-2318231-AA-004	12819	4788
OCNT-2316952-AA-004	181228	183092
OCNT-0008506-AA-002	4612.5	1227
OCNT-2314393-AA-004	24328.5	2124.5
OCNT-2315673-AA-004	29119.5	7181.5
OCNT-2315992-AA-004	9680.5	1757.5
OCNT-2318550-AA-004	18261	4873
OCNT-2314713-AA-004	396578	267623
OCNT-2317272-AA-004	73998.5	20567
OCNT-2328769-AA-001	2273.5	1073.5
OCNT-2314409-AA-004	2870	561
OCNT-2318247-AA-004	41662	21288
OCNT-2315689-AA-004	102625	43124.5
OCNT-0494220-AA-002	112656.5	26548
OCNT-2316968-AA-004	283207.5	173825
OCNT-2314729-AA-004	34721	10662
OCNT-2317288-AA-004	135829.5	153284.5
OCNT-2328955-AA-001	189	0
OCNT-2316008-AA-004	10332	5897
OCNT-2318566-AA-004	84223.5	13193.5
OCNT-2314425-AA-004	57791.5	28869
OCNT-0493312-AA-002	99422	48012
OCNT-2316984-AA-004	30630	9955
OCNT-2315705-AA-004	47284	10994.5
OCNT-2318263-AA-004	61339	18421.5
OCNT-2328790-AA-001	3028.5	1099
OCNT-2318582-AA-004	22636	18899
OCNT-2317304-AA-004	0	0
OCNT-2314745-AA-004	54	1230
OCNT-2316024-AA-004	66355	22248.5
OCNT-2318279-AA-004	73490	26421.5
OCNT-2328612-AA-001	24164.5	8686.5
OCNT-2315721-AA-004	24698.5	3751
OCNT-2317000-AA-004	513	242.5
OCNT-2314441-AA-004	211511	80901.5
OCNT-0021929-AA-002	39323.5	26899.5
OCNT-2318598-AA-004	179075.5	95386
OCNT-2314761-AA-004	17173	7371
OCNT-2317320-AA-004	45226.5	29919
OCNT-2316040-AA-004	99506	65562
OCNT-2314457-AA-004	39758	19317
OCNT-2315737-AA-004	24443.5	9652.5
OCNT-2328801-AA-001	0	0
OCNT-2317016-AA-004	142630	73349
OCNT-2318295-AA-004	21987	9160
OCNT-2316056-AA-004	11119.5	2196.5
OCNT-2317336-AA-004	34209.5	12429
OCNT-0494693-AA-002	0	0
OCNT-2314777-AA-004	248529	130056
OCNT-2318614-AA-004	28112	14197
OCNT-2315753-AA-004	45184.5	13978.5
OCNT-2318311-AA-004	75713	23867
OCNT-2314473-AA-004	188753	101090.5
OCNT-2317032-AA-004	98035.5	28728.5
OCNT-0539431-AQ-004	153.5	0
OCNT-2316072-AA-004	120876.5	54126.5
OCNT-2317352-AA-004	5433.5	1119.5
OCNT-1498582-AA-002	1159.5	20
OCNT-2318630-AA-004	132736.5	41979
OCNT-2314793-AA-004	39269	25861.5
OCNT-2318327-AA-004	96556.5	54635.5
OCNT-2328822-AH-001	68482.5	13557.5
OCNT-2314489-AA-004	17537.5	4467.5
OCNT-2315769-AA-004	44682	12909
OCNT-2317048-AA-004	4184.5	395
OCNT-2314230-AA-004	121446.5	22472
OCNT-2313837-AA-004	204660.5	55011.5
OCNT-2315603-AA-004	56636.5	12004
OCNT-2318646-AA-004	4420.5	942.5
OCNT-2316088-AA-004	12742.5	5584
OCNT-2317368-AA-004	2506.5	935
OCNT-2314809-AA-004	22892	4927
OCNT-2318343-AA-004	20873.5	3533
OCNT-2314505-AA-004	86281.5	21313
OCNT-2315785-AA-004	17611.5	4302.5
OCNT-2317064-CN-004	162089	97670
OCNT-2317384-AA-004	10695	3500.5
OCNT-2314825-AA-004	7488	2131.5
OCNT-2316104-AA-004	12559	2971
OCNT-2318662-AA-004	196168.5	142409
OCNT-2318358-AA-004	29454.5	11941.5
OCNT-2314521-AA-004	13172.5	2141.5
OCNT-2315801-AA-004	86371	30342.5
OCNT-2317080-AA-004	12452.5	2611.5
OCNT-2317400-AA-004	102308.5	57100
OCNT-2314841-AA-004	191165	63797.5
OCNT-2318678-AA-004	2763.5	1695.5
OCNT-2314217-AA-004	59899.5	22076.5
OCNT-2318056-AA-004	184596.5	71951
OCNT-2315497-AA-004	2839	926.5
OCNT-2316776-AA-004	233310.5	151971.5
OCNT-0495189-AQ-001	103875.5	25479.5
OCNT-2328912-AA-001	408831	244408.5
OCNT-2318374-AA-004	56227.5	10697
OCNT-2315817-AA-004	21260.5	8544
OCNT-2317096-AA-004	323512.5	107665
OCNT-2314537-AA-004	14475	3462
OCNT-2318072-AA-004	1250	177
OCNT-0022137-AA-005	341950.5	292371.5
OCNT-2315513-AA-004	195845.5	111687
OCNT-2316792-AA-004	49218.5	14795.5
OCNT-2328674-AA-001	0	0
OCNT-2315833-AA-004	10005	1827.5
OCNT-2317112-AA-004	2150.5	368.5
OCNT-2318390-AA-004	23424.5	13740
OCNT-2314553-AA-004	50058.5	13843.5
OCNT-2328506-AA-001	2306.5	399
OCNT-2314249-AA-004	349807.5	157788
OCNT-2316808-AA-004	33411	8011
OCNT-2315529-AA-004	23019.5	4766.5
OCNT-2318088-AA-004	25573	5992.5
OCNT-0494135-AA-002	458834.5	286615.5
OCNT-2317769-AA-004	103794	14179
OCNT-2315210-AA-004	40229	21674.5
OCNT-2316489-AA-004	3392	787.5
OCNT-2313930-AA-004	2703	777.5
OCNT-2316185-AA-004	18986	4494.5
OCNT-2317465-AA-004	121838.5	76959.5
OCNT-2313626-AA-004	128498	27720
OCNT-2328332-AA-001	5786.5	2704
OCNT-2315226-AA-004	44710.5	19712.5
OCNT-2328477-AA-001	8310.5	2896
OCNT-2313946-AA-004	68524	16828.5
OCNT-2317785-AA-004	67231.5	18840
OCNT-2316505-AA-004	33279	4663.5
OCNT-2314922-AA-004	276000.5	86715
OCNT-2317481-AA-004	37380	8227
OCNT-0494047-AA-004	0	220
OCNT-2315242-AA-004	63569.5	13725
OCNT-2316521-AA-004	70927	19797.5
OCNT-2328535-EU-001	11176.5	1318.5
OCNT-2317801-AA-004	48698.5	10798.5
OCNT-2313962-AA-004	15660.5	4406
OCNT-2316217-AA-004	81077.5	34634.5
OCNT-2313658-AA-004	17735	5452
OCNT-2314938-AA-004	11252	3332
OCNT-0494161-AA-002	89240.5	61015
OCNT-2317497-AA-004	19159	9834.5
OCNT-2317817-AA-004	45531.5	12415.5
OCNT-0022006-AQ-002	348578.5	159842
OCNT-2315258-AA-004	37271.5	10445
OCNT-2313978-AA-004	30406	10554.5
OCNT-2316537-AA-004	2348.5	779.5
OCNT-2316233-AA-004	101985	39258.5
OCNT-2317513-AA-004	68337.5	19129
OCNT-0476578-AQ-002	44225.5	106490.5
OCNT-2313674-AA-004	14511	7022
OCNT-2314954-AA-004	308361.5	128611.5
OCNT-2315274-AA-004	137359	111210
OCNT-2328552-AT-001	144385.5	112023
OCNT-2316553-AA-004	137199.5	115681.5
OCNT-2317833-AA-004	59344.5	10724.5
OCNT-2313994-AA-004	449118.5	325095.5
OCNT-2314970-AA-004	8999	1850
OCNT-2317529-AA-004	60354.5	26418
OCNT-2313690-AA-004	46086	8095.5
OCNT-0493187-AA-002	2435.5	1014.5
OCNT-2316249-AA-004	309559.5	161931
OCNT-2328999-AQ-001	25859.5	11869.5
OCNT-2317849-AA-004	11919.5	3066
OCNT-2314010-AA-004	45309.5	18857.5
OCNT-2316569-AA-004	23720.5	17062
OCNT-2315290-AA-004	69051.5	18779.5
OCNT-2317545-AA-004	52362.5	16387.5
OCNT-2313706-AA-004	7863	1942
OCNT-2314986-AA-004	159063.5	79001.5
OCNT-2316265-AA-004	7562	2995
OCNT-2328390-AA-001	139445.5	52172
OCNT-2317865-AA-004	17576.5	3801.5
OCNT-0481618-AQ-002	31955.5	17309
OCNT-2315306-AA-004	49394.5	16353.5
OCNT-2316585-AA-004	28341	4985
OCNT-2314026-AA-004	155184	34156
OCNT-2315002-AA-004	123788.5	7369
OCNT-2317561-AA-004	10062.5	2999
OCNT-2316281-AA-004	54522	14735
OCNT-2313722-AA-004	31100.5	8864.5
OCNT-0495515-AA-002	0	0
OCNT-2328851-AA-001	25490	4133.5
OCNT-2316601-AA-004	29433.5	6158.5
OCNT-2314042-AA-004	61928.5	22465
OCNT-2317881-AA-004	114168.5	31788
OCNT-2315322-AA-004	263340	100435.5
OCNT-2316297-AA-004	549.5	45
OCNT-2315018-AA-004	34338.5	9157.5
OCNT-2328406-AA-001	4038.5	37
OCNT-2313738-AA-004	93516	42656
OCNT-2317577-AA-004	141417	70917
OCNT-2328592-AA-001	750.5	46
OCNT-2314058-AA-004	43130.5	16297.5
OCNT-2316617-AA-004	34969.5	12621.5
OCNT-2317897-AA-004	60998	20877.5
OCNT-2315338-AA-004	201	22
OCNT-2313754-AA-004	228683.5	127015.5
OCNT-2317593-AA-004	442	139
OCNT-2316313-AA-004	38306.5	11693.5
OCNT-2315034-AA-004	22386	4958
OCNT-0007477-AA-002	0	0
OCNT-2316633-AA-004	37673	1949
OCNT-2314074-AA-004	260	72
OCNT-0497949-AA-002	2762	795.5
OCNT-2315354-AA-004	18212	3772
OCNT-2317913-AA-004	48719.5	4493
OCNT-2316329-AA-004	66450	27823.5
OCNT-2315050-AA-004	53692	22939.5
OCNT-2313770-AA-004	16849	9163
OCNT-2317609-AA-004	1387	172.5
OCNT-1893994-AA-002	339859.5	241453.5
OCNT-2314090-AA-004	31474	11337
OCNT-2317929-AA-004	5163.5	8019
OCNT-2316649-AA-004	17685	4169.5
OCNT-2315370-AA-004	69306.5	24168
OCNT-2328606-AA-001	8560	5304
OCNT-2315066-AA-004	208.5	0
OCNT-2317625-AA-004	10232.5	1254
OCNT-2313786-AA-004	48110	8462.5
OCNT-2328420-AQ-001	212639.5	158164.5
OCNT-2316345-AA-004	3865	1465
OCNT-2317945-AA-004	82693	46390
OCNT-2314106-AA-004	133176.5	27336
OCNT-2315386-AA-004	39148.5	13069.5
OCNT-0437836-AA-003	2259	464
OCNT-2316665-AA-004	5840	89
OCNT-2317641-AA-004	28078	8904
OCNT-2316361-AA-004	99407.5	30908.5
OCNT-2315082-AA-004	8449.5	2970.5
OCNT-0495493-AA-002	6350.5	1677.5
OCNT-2313802-AA-004	28322	8687.5
OCNT-2316681-AA-004	35058.5	7485
OCNT-2314122-AA-004	28200	10167
OCNT-0022198-AQ-001	288350	169298.5
OCNT-2315402-AA-004	145612	52096.5
OCNT-2317961-AA-004	48359	16066.5
OCNT-2313818-AA-004	13583.5	4619
OCNT-2317657-AA-004	29369.5	22728.5
OCNT-2316377-AA-004	42597	14223.5
OCNT-2328440-AA-001	5679	1536
OCNT-2315098-AA-004	2505.5	588.5
OCNT-2316697-FP-004	14168	5829
OCNT-2317977-AA-004	24784	6373
OCNT-2315418-AA-004	36332.5	11314
OCNT-2328656-AA-001	9663.5	3440.5
OCNT-2313834-AA-004	65805	23223
