ocnt_batch	ammonium_fluoride_area	ammonium_formate_area
OCNT-2310796-AA-004	197985.5	92272.5
OCNT-2309214-AA-004	180384	59341.5
OCNT-2311772-AA-004	84391.5	45504.5
OCNT-2310492-AA-004	34277	14033.5
OCNT-2313052-AA-004	7227.5	374.5
OCNT-2312092-AA-004	25615.5	6915
OCNT-2309534-AA-004	37401	4045.5
OCNT-2313372-AA-004	29472	5860.5
OCNT-2310812-AA-004	10243	2033
OCNT-2310508-AA-004	50907	23571
OCNT-2313068-AA-004	21862.5	6072.5
OCNT-2309230-AA-004	192201	29034
OCNT-2311788-AA-004	2378	924.5
OCNT-2312108-AA-004	338437.5	196466
OCNT-2313388-AA-004	29898.5	6045
OCNT-2310828-AA-004	103854	35784.5
OCNT-2309550-AA-004	4260	435.5
OCNT-2310524-AA-004	750.5	232
OCNT-2311804-AA-004	225593	178755
OCNT-2313084-AA-004	5071	1575.5
OCNT-2309246-AA-004	287285.5	120097
OCNT-2310844-AA-004	47160.5	8705
OCNT-2313404-AA-004	6084	1904.5
OCNT-2309566-AA-004	22995	12903
OCNT-2311820-AA-004	18792.5	6448.5
OCNT-2309262-AA-004	6981.5	529
OCNT-2313100-AA-004	11203.5	6803.5
OCNT-2310540-AA-004	64579	28184.5
OCNT-2313420-AA-004	0	0
OCNT-2309582-AA-004	164159	91187.5
OCNT-2312140-AA-004	24097.5	11628.5
OCNT-2313116-AA-004	151188.5	76248
OCNT-2311836-AA-004	50552	9445.5
OCNT-2309278-AA-004	769.5	0
OCNT-2310556-AA-004	36689.5	7075.5
OCNT-2310876-AA-004	278049.5	162678
OCNT-2309598-AA-004	66056.5	8006.5
OCNT-2312156-AA-004	225515.5	59823.5
OCNT-2313436-AA-004	22900	7182.5
OCNT-2310572-AA-004	12689	3959
OCNT-2309294-AA-004	26424.5	9058.5
OCNT-2311852-AA-004	12948	2056.5
OCNT-2313132-AA-004	8169.5	4348
OCNT-2312172-AA-004	22917	9723.5
OCNT-2313452-AA-004	11749.5	7280.5
OCNT-2309614-AA-004	19149.5	11196
OCNT-2310588-AA-004	73784	17786.5
OCNT-2311868-AA-004	35894	23399
OCNT-2309310-AA-004	131781	53621
OCNT-2313148-AA-004	5615	550.5
OCNT-2310908-AA-004	308917	190982
OCNT-2313468-AA-004	38289	16705
OCNT-2309630-AA-004	23544.5	5631
OCNT-2312188-AA-004	8119.5	2105
OCNT-2309326-AA-004	26758	12016.5
OCNT-2311884-AA-004	64750	25324
OCNT-2310604-AA-004	59287.5	16478
OCNT-2313164-AA-004	61346.5	18628.5
OCNT-2313484-AA-004	323505.5	245683
OCNT-2309646-AA-004	79269	71046
OCNT-2312204-AA-004	56366.5	37548
OCNT-2310924-AA-004	2433	501
OCNT-2313180-AA-004	186065	56192
OCNT-2309342-AA-004	275078.5	247712
OCNT-2310620-AA-004	0	47
OCNT-2311900-AA-004	14279.5	4680.5
OCNT-2312220-AA-004	40561.5	4900
OCNT-2313500-AA-004	94053	28022.5
OCNT-2309662-AA-004	9951.5	3736.5
OCNT-2310940-AA-004	1258.5	146
OCNT-2309358-AA-004	21161.5	6183
OCNT-2313196-AA-004	1398	92
OCNT-2310636-AA-004	2224.5	562
OCNT-2311916-AA-004	5552	3742
OCNT-2313515-AA-004	13868	4176
OCNT-2310956-AA-004	187481	73144.5
OCNT-2309677-AA-004	65282.5	33078
OCNT-2312236-AA-004	9309.5	2223
OCNT-2309374-AA-004	36263	17825
OCNT-2311932-AA-004	8842	2387
OCNT-2310652-AA-004	23126	8875.5
OCNT-2313212-AA-004	61960	19236
OCNT-2309351-AA-004	395897	216147
OCNT-2311487-AA-004	261707	98922
OCNT-2310178-AA-004	36066	6992.5
OCNT-2312252-AA-004	7824.5	424.5
OCNT-2310972-AA-004	98397	30081.5
OCNT-2309693-AA-004	223404	24914.5
OCNT-2313531-AA-004	0	0
OCNT-2309390-AA-004	409784	180124.5
OCNT-2310668-AA-004	68173	12474.5
OCNT-2313228-AA-004	239756.5	104914.5
OCNT-2311948-AA-004	146746	43604.5
OCNT-2309709-AA-004	375725.5	123184.5
OCNT-2313547-AA-004	35364.5	6976.5
OCNT-2310988-AA-004	171888.5	48334.5
OCNT-2312268-AA-004	15540	2449
OCNT-2313244-AA-004	24911.5	7805
OCNT-2311964-AA-004	206676	116169
OCNT-2310684-AA-004	62589	18144.5
OCNT-2309406-AA-004	17296	4604
OCNT-2309725-AA-004	7586	1294
OCNT-2312284-AA-004	12584.5	8573
OCNT-2311004-AA-004	46248.5	17334.5
OCNT-2313563-AA-004	103306	42721.5
OCNT-2310381-AA-004	10467.5	2369
OCNT-2312940-AA-004	72173	50113.5
OCNT-2311660-AA-004	37575	5030.5
OCNT-2309102-AA-004	34346	17259.5
OCNT-2311980-AA-004	160020.5	31763
OCNT-2310700-AA-004	12444.5	1862
OCNT-2309422-AA-004	25854	4576.5
OCNT-2313260-AA-004	24325	3428
OCNT-2311676-AA-004	102061	72684.5
OCNT-2312956-AA-004	15789.5	6129.5
OCNT-2309118-AA-004	187838.5	62114.5
OCNT-2310396-AA-004	48346	19175
OCNT-2309438-AA-004	220609	139551.5
OCNT-2310716-AA-004	146825	33001.5
OCNT-2311996-AA-004	104376.5	74042
OCNT-2313276-AA-004	232306	120771.5
OCNT-2310412-AA-004	14388.5	2693
OCNT-2311692-AA-004	2130	428.5
OCNT-2309134-AA-004	12627	5264.5
OCNT-2312972-AA-004	48171	16458
OCNT-2308815-AA-004	227534	89794.5
OCNT-2312653-AA-004	46303	24022.5
OCNT-2310094-AA-004	4907	721
OCNT-2311373-AA-004	106232	33757.5
OCNT-2311069-AA-004	8022.5	3078.5
OCNT-2312349-AA-004	15384	5334.5
OCNT-2308511-AA-004	7396	1931.5
OCNT-2309790-AA-004	73193	26705
OCNT-2310110-AA-004	59959.5	8576.5
OCNT-2311389-AA-004	7512	1724.5
OCNT-2308831-AA-004	6978	2803.5
OCNT-2312669-AA-004	67131	4280.5
OCNT-2308527-AA-004	85964.5	29983
OCNT-2312365-AA-004	40163.5	6229
OCNT-2311085-AA-004	186092.5	107124
OCNT-2309806-AA-004	2304.5	226
OCNT-2308847-AA-004	148798	89853.5
OCNT-2311405-AA-004	132248	83615
OCNT-2310126-AA-004	21176.5	2765.5
OCNT-2312685-AA-004	143487.5	102643.5
OCNT-2312381-AA-004	2237	392
OCNT-2308543-AA-004	58203.5	49061.5
OCNT-2309822-AA-004	14330	3984.5
OCNT-2311101-AA-004	756	0
OCNT-2310142-AA-004	71091.5	26931
OCNT-2311421-AA-004	19619	7009.5
OCNT-2308863-AA-004	53071	24592
OCNT-2312701-AA-004	25066	9939.5
OCNT-2309838-AA-004	9124.5	2194.5
OCNT-2308559-AA-004	7145	847.5
OCNT-2312397-AA-004	29287.5	7169.5
OCNT-2311117-AA-004	12471.5	5608
OCNT-2312717-AA-004	22334	6964.5
OCNT-2310158-AA-004	15462.5	7678.5
OCNT-2308879-AA-004	105744	51198
OCNT-2311437-AA-004	38175.5	10346.5
OCNT-2308575-AA-004	44001	9989
OCNT-2311133-AA-004	68487	61202.5
OCNT-2309854-AA-004	36768.5	3533
OCNT-2312413-AA-004	72450	20298
OCNT-2308895-AA-004	40618.5	13303
OCNT-2311453-AA-004	140630	60394
OCNT-2310174-AA-004	5399	2525.5
OCNT-2312733-AA-004	72841	28803
OCNT-2311149-AA-004	3814	1312
OCNT-2312429-AA-004	107562.5	48627.5
OCNT-2309870-AA-004	6520	5650
OCNT-2308591-AA-004	10295.5	4172
OCNT-2312749-AA-004	61435	27567
OCNT-2311469-AA-004	208393.5	102554
OCNT-2308911-AA-004	17202	3407.5
OCNT-2310190-AA-004	78998.5	22061.5
OCNT-2311165-AA-004	7664.5	2929
OCNT-2308607-AA-004	71090	18211
OCNT-2309886-AA-004	175343.5	107143.5
OCNT-2312445-AA-004	16248.5	4828
OCNT-2310206-AA-004	26014	4993
OCNT-2311485-AA-004	18786.5	4881.5
OCNT-2312765-AA-004	8200.5	1938.5
OCNT-2308927-AA-004	93825.5	23583.5
OCNT-2308623-AA-004	298090.5	123037
OCNT-2309902-AA-004	13013.5	5790
OCNT-2312461-AA-004	8776.5	2048.5
OCNT-2311181-AA-004	6641.5	1436
OCNT-2308943-AA-004	178599.5	98475.5
OCNT-2310222-AA-004	3704	2339.5
OCNT-2311501-AA-004	10535.5	5526.5
OCNT-2312781-AA-004	128610	124076
OCNT-2312477-AA-004	13644	6357.5
OCNT-2311197-AA-004	20346	10726.5
OCNT-2309918-AA-004	4991	846
OCNT-2308639-AA-004	93969	49438
OCNT-2311517-AA-004	139578	66160
OCNT-2310238-AA-004	5659.5	2180
OCNT-2308959-AA-004	20083.5	7197.5
OCNT-2312797-AA-004	25104	8933
OCNT-2311213-AA-004	96959	24049.5
OCNT-2308655-AA-004	99551.5	48631.5
OCNT-2312493-AA-004	106396.5	73260
OCNT-2309934-AA-004	18766.5	4744.5
OCNT-2312813-AA-004	17975.5	6528
OCNT-2311533-AA-004	29692.5	11364.5
OCNT-2308975-AA-004	7407	2473
OCNT-2310254-AA-004	5813	1187
OCNT-2309950-AA-004	162603	33352.5
OCNT-2311229-AA-004	99728	86967
OCNT-2308671-AA-004	49131	15271
OCNT-2312509-AA-004	13819.5	4971
OCNT-2311549-AA-004	867	49
OCNT-2308991-AA-004	188504	121434.5
OCNT-2312829-AA-004	93925.5	9770.5
OCNT-2310270-AA-004	5251	2323
OCNT-2309966-AA-004	97256.5	37826
OCNT-2308687-AA-004	26614	8825.5
OCNT-2312525-AA-004	138872	62394
OCNT-2309007-AA-004	36449.5	13616.5
OCNT-2312845-AA-004	108127	37784
OCNT-2310286-AA-004	262603.5	152748
OCNT-2311565-AA-004	56968.5	17354
OCNT-2311261-AA-004	104824	26519
OCNT-2308703-AA-004	14218	2853
OCNT-2312541-AA-004	291129.5	232127.5
OCNT-2311581-AA-004	342593.5	247351.5
OCNT-2312861-AA-004	84074	17304
OCNT-2310302-AA-004	121402.5	52900
OCNT-2309023-AA-004	233508.5	69147
OCNT-2311277-AA-004	180814.5	65674.5
OCNT-2312557-AA-004	82472	15903.5
OCNT-2308719-AA-004	125040	67134.5
OCNT-2309998-AA-004	6614	1612
OCNT-2312877-AA-004	272505.5	106512.5
OCNT-2310318-AA-004	229973	92746
OCNT-2311597-AA-004	64454.5	53376
OCNT-2309039-AA-004	284090.5	225632.5
OCNT-2308735-AA-004	3303	1382
OCNT-2312573-AA-004	17950	10864.5
OCNT-2311293-AA-004	38447.5	16542.5
OCNT-2310014-AA-004	41418.5	16317.5
OCNT-2309573-AA-004	29167.5	8900
OCNT-2309322-AA-004	39168	14320
OCNT-2312254-AA-004	11445.5	5219.5
OCNT-2312893-AA-004	255739	100402.5
OCNT-2309055-AA-004	2806.5	790.5
OCNT-2310334-AA-004	16034.5	5052
OCNT-2311613-AA-004	15136.5	1656
OCNT-2310030-AA-004	290080	210570
OCNT-2311309-AA-004	86885	15344.5
OCNT-2312589-AA-004	15204.5	2727
OCNT-2308751-AA-004	8282.5	3059
OCNT-2312909-AA-004	57409	13687
OCNT-2311629-AA-004	81888.5	19711
OCNT-2310350-AA-004	1577	81
OCNT-2309071-AA-004	481.5	421
OCNT-2312605-AA-004	79520.5	18178
OCNT-2310046-AA-004	604939	332351.5
OCNT-2308767-AA-004	227830.5	73023.5
OCNT-2311325-AA-004	110077.5	50832
OCNT-2311645-AA-004	81119	29811.5
OCNT-2312925-AA-004	112680	110253.5
OCNT-2310366-AA-004	17713	2677.5
OCNT-2309087-AA-004	18609	5181.5
OCNT-2312301-AA-004	109	0
OCNT-2309742-AA-004	42750	3042
OCNT-2308464-AA-004	83841	25156.5
OCNT-2311021-AA-004	62218	22650.5
OCNT-2308783-AA-004	3733.5	1243
OCNT-2311341-AA-004	7797	1472.5
OCNT-2312621-AA-004	67044.5	30999
OCNT-2310062-AA-004	4107	1019.5
OCNT-2308479-AA-004	101628.5	41970
OCNT-2311037-AA-004	15498	5422
OCNT-2309758-AA-004	27493.5	9770.5
OCNT-2312317-AA-004	31628	6095
OCNT-2310078-AA-004	5364	1237.5
OCNT-2308799-AA-004	80	50
OCNT-2312637-AA-004	177237.5	81495.5
OCNT-2311357-AA-004	124302	39137
OCNT-2308495-AA-004	232909	106300.5
OCNT-2312333-AA-004	64539	25530.5
OCNT-2311053-AA-004	13254	4815.5
OCNT-2309774-AA-004	2383	458
OCNT-2309455-AA-004	13068.5	3759
OCNT-2312013-AA-004	105502.5	87392.5
OCNT-2310733-AA-004	87103.5	28976
OCNT-2313293-AA-004	597.5	98
OCNT-2309151-AA-004	57188	21722
OCNT-2311709-AA-004	67742	21002
OCNT-2312989-AA-004	102060	79545
OCNT-2310429-AA-004	14359.5	4180.5
OCNT-2309471-AA-004	81052	23474.5
OCNT-2312029-AA-004	81484.5	27355.5
OCNT-2310749-AA-004	7841	1810.5
OCNT-2313309-AA-004	39852.5	20776.5
OCNT-2309167-AA-004	157903.5	101364.5
OCNT-2310445-AA-004	21912.5	8775
OCNT-2313005-AA-004	6119	709
OCNT-2311725-AA-004	33361.5	8721.5
OCNT-2313325-AA-004	71230.5	17102
OCNT-2312045-AA-004	92956	34587
OCNT-2310765-AA-004	60210	29758.5
OCNT-2309487-AA-004	16581	6863.5
OCNT-2311741-AA-004	13970	4490.5
OCNT-2309183-AA-004	16147	6106
OCNT-2313021-AA-004	4454.5	955
OCNT-2310461-AA-004	152469.5	105066.5
OCNT-2312061-AA-004	50221	17360.5
OCNT-2313341-AA-004	146281	106537.5
OCNT-2310781-AA-004	11357	3081.5
OCNT-2309503-AA-004	175882.5	78257.5
OCNT-2313037-AA-004	49866	6238
OCNT-2310477-AA-004	67161.5	39154
OCNT-2311757-AA-004	57395	34544.5
OCNT-2309519-AA-004	35113.5	14956.5
OCNT-2310797-AA-004	91099.5	34319
OCNT-2312077-AA-004	10474	8470.5
OCNT-2313357-AA-004	1478	83
OCNT-2309215-AA-004	28748	5210
OCNT-2310493-AA-004	8096.5	2656.5
OCNT-2311773-AA-004	184	80
OCNT-2313053-AA-004	21817.5	12318
OCNT-2310813-AA-004	56547.5	28356.5
OCNT-2313373-AA-004	98579.5	40596
OCNT-2312093-AA-004	26284.5	9299.5
OCNT-2309535-AA-004	64936.5	36705
OCNT-2313069-AA-004	36921.5	11453.5
OCNT-2311789-AA-004	13486	11616
OCNT-2309231-AA-004	57886	19189
OCNT-2310509-AA-004	7628.5	2240.5
OCNT-2310829-AA-004	111268	30472.5
OCNT-2309551-AA-004	4008	792
OCNT-2313389-AA-004	63211	37113.5
OCNT-2312109-AA-004	31292	32921.5
OCNT-2309247-AA-004	13630.5	2324
OCNT-2311805-AA-004	89281	32831.5
OCNT-2313085-AA-004	290957	251312.5
OCNT-2310525-AA-004	36362	17280
OCNT-2309567-AA-004	84243	23086.5
OCNT-2312125-AA-004	50415.5	27691
OCNT-2310845-AA-004	19286	5251
OCNT-2313405-AA-004	30975.5	7537
OCNT-2311821-AA-004	12141	2725.5
OCNT-2309263-AA-004	97428.5	77369
OCNT-2310541-AA-004	13008.5	3302.5
OCNT-2313101-AA-004	3144.5	1382.5
OCNT-2310861-AA-004	216088.5	97622
OCNT-2313421-AA-004	26635.5	4314
OCNT-2312141-AA-004	82338	17370
OCNT-2309583-AA-004	10513.5	3639
OCNT-2309279-AA-004	12503	6990.5
OCNT-2310557-AA-004	36312.5	7140
OCNT-2311837-AA-004	7035	3235
OCNT-2313117-AA-004	45251.5	21583
OCNT-2312157-AA-004	39498	17475
OCNT-2309599-AA-004	188349.5	17769
OCNT-2313437-AA-004	465174.5	244572
OCNT-2310877-AA-004	52264	22181
OCNT-2311853-AA-004	22384	4622
OCNT-2313133-AA-004	28372.5	12505.5
OCNT-2310573-AA-004	35483.5	15349
OCNT-2309295-AA-004	28173.5	10938.5
OCNT-2313453-AA-004	51220	25291
OCNT-2309615-AA-004	10485	1663
OCNT-2312173-AA-004	7603	1554.5
OCNT-2310893-AA-004	38517	6566
OCNT-2309311-AA-004	885	81
OCNT-2311869-AA-004	12029	3503
OCNT-2313149-AA-004	53019	24884.5
OCNT-2310589-AA-004	12676.5	5321.5
OCNT-2310909-AA-004	234941	159513
OCNT-2309631-AA-004	5428.5	2167
OCNT-2312189-AA-004	19346	5497.5
OCNT-2313469-AA-004	20618.5	5875.5
OCNT-2310605-AA-004	282827	110854
OCNT-2309327-AA-004	4223	1391.5
OCNT-2311885-AA-004	2509	219
OCNT-2313165-AA-004	7080.5	1339
OCNT-2309647-AA-004	125927.5	107978.5
OCNT-2313485-AA-004	46744	6894
OCNT-2312205-AA-004	15948	5340.5
OCNT-2310925-AA-004	437077	278617
OCNT-2310621-AA-004	127625	56711
OCNT-2309343-AA-004	19382.5	23693
OCNT-2311901-AA-004	362344	116063.5
OCNT-2313181-AA-004	51277.5	18885.5
OCNT-2309663-AA-004	14118.5	6218
OCNT-2312221-AA-004	33936.5	8075
OCNT-2310941-AA-004	86871.5	34645
OCNT-2313501-AA-004	160409	34295.5
OCNT-2311917-AA-004	275144	131606.5
OCNT-2313197-AA-004	4097	920
OCNT-2310637-AA-004	8626	2629
OCNT-2309359-AA-004	159647	55032.5
OCNT-2310957-AA-004	433953.5	281755
OCNT-2309678-AA-004	14360.5	4799.5
OCNT-2313516-AA-004	77061	27879.5
OCNT-2312237-AA-004	49374	14095.5
OCNT-2310653-AA-004	37073.5	12245.5
OCNT-2309375-AA-004	232864	59703.5
OCNT-2313213-AA-004	56409	20995.5
OCNT-2311933-AA-004	10824.5	3903
OCNT-2308964-AA-004	4960	788.5
OCNT-2312124-AA-004	96699.5	39301.5
OCNT-2310759-AA-004	18228.5	7191
OCNT-2313532-AA-004	51794.5	12846.5
OCNT-2310973-AA-004	4652	962
OCNT-2312253-AA-004	25972.5	14086
OCNT-2309694-AA-004	21661	4212
OCNT-2310669-AA-004	118459.5	40237.5
OCNT-2311949-AA-004	33258	7329
OCNT-2313229-AA-004	15010.5	2433.5
OCNT-2309391-AA-004	31561.5	9525
OCNT-2309710-AA-004	49680	17596
OCNT-2312269-AA-004	153298	157965.5
OCNT-2310989-AA-004	99116.5	37795.5
OCNT-2313548-AA-004	8185	2896
OCNT-2309407-AA-004	308757	144456
OCNT-2313245-AA-004	6659.5	1737.5
OCNT-2311965-AA-004	5541.5	2945.5
OCNT-2310685-AA-004	109748	20743.5
OCNT-2311005-AA-004	11532.5	2425
OCNT-2313564-AA-004	182509.5	81643.5
OCNT-2312285-AA-004	151337.5	58263.5
OCNT-2309726-AA-004	1749	151
OCNT-2310382-AA-004	2988	655
OCNT-2312941-AA-004	45150.5	18676.5
OCNT-2311661-AA-004	139629.5	46992.5
OCNT-2309103-AA-004	6211	2198
OCNT-2313261-AA-004	6300.5	1159.5
OCNT-2311981-AA-004	16602.5	6035.5
OCNT-2309423-AA-004	18894	4676.5
OCNT-2310701-AA-004	30310.5	18864.5
OCNT-2312957-AA-004	27057.5	14340.5
OCNT-2309119-AA-004	61930.5	49747
OCNT-2311677-AA-004	24069.5	7038
OCNT-2310397-AA-004	130060	111061
OCNT-2310717-AA-004	17551	3333.5
OCNT-2309439-AA-004	349086.5	189999.5
OCNT-2313277-AA-004	314911	191151
OCNT-2311997-AA-004	62890	48148.5
OCNT-2310413-AA-004	28079.5	12180
OCNT-2309135-AA-004	102498.5	81368.5
OCNT-2311693-AA-004	206549.5	161653.5
OCNT-2312973-AA-004	42397.5	14469
OCNT-2311374-AA-004	63225	16071.5
OCNT-2312654-AA-004	10086.5	4514
OCNT-2310095-AA-004	5158	3164.5
OCNT-2308816-AA-004	6372	1148
OCNT-2309791-AA-004	76212	39301
OCNT-2308512-AA-004	13225.5	2537
OCNT-2312350-AA-004	11009	2803
OCNT-2311070-AA-004	5727	1543
OCNT-2308832-AA-004	77801.5	18061
OCNT-2312670-AA-004	125727	60291
OCNT-2310111-AA-004	31148.5	11101
OCNT-2311390-AA-004	8921.5	2050.5
OCNT-2311086-AA-004	42674	16369.5
OCNT-2312366-AA-004	19764	6029.5
OCNT-2309807-AA-004	219999	205861.5
OCNT-2308528-AA-004	25106	13169.5
OCNT-2311406-AA-004	48919.5	25390
OCNT-2312686-AA-004	102748.5	53817.5
OCNT-2310127-AA-004	6929.5	1652
OCNT-2308848-AA-004	67628.5	35890
OCNT-2311102-AA-004	35289.5	5625
OCNT-2312382-AA-004	72479	7286
OCNT-2309823-AA-004	159344	44628.5
OCNT-2308544-AA-004	218387	188553
OCNT-2310143-AA-004	19953.5	6237
OCNT-2311422-AA-004	138741.5	27668.5
OCNT-2312702-AA-004	25592	5435
OCNT-2308864-AA-004	47007	24143
OCNT-2312398-AQ-004	59019.5	16235.5
OCNT-2309839-AA-004	7536	3328
OCNT-2308560-AA-004	91785.5	39354
OCNT-2311118-AA-004	77389	31953
OCNT-2311438-AA-004	105474.5	68066
OCNT-2308880-AA-004	44973	15278
OCNT-2310159-AA-004	147948.5	135480.5
OCNT-2312718-AA-004	24155	8751
OCNT-2312414-AA-004	6218.5	2100.5
OCNT-2309855-AA-004	13307.5	6831
OCNT-2311134-AA-004	23483.5	3867.5
OCNT-2308576-AA-004	71779	8324.5
OCNT-2310175-AA-004	260607.5	83378.5
OCNT-2311454-AA-004	80439	67203
OCNT-2312734-AA-004	63294.5	28581
OCNT-2308896-AA-004	20808	1484
OCNT-2309871-AA-004	167712	76991
OCNT-2312430-AA-004	19530.5	6157.5
OCNT-2311150-AA-004	6983.5	2098
OCNT-2308592-AA-004	8399	1722.5
OCNT-2310191-AA-004	27909.5	14924.5
OCNT-2312750-AA-004	2509	358.5
OCNT-2308912-AA-004	160307	46277
OCNT-2311470-AA-004	13591	1244
OCNT-2311166-AA-004	55135.5	21738.5
OCNT-2309887-AA-004	45992	17996
OCNT-2312446-AA-004	59615.5	29551.5
OCNT-2312766-AA-004	21949.5	7088.5
OCNT-2308928-AA-004	9594	3602.5
OCNT-2310207-AA-004	0	0
OCNT-2311486-AA-004	42148.5	18279.5
OCNT-2311182-AA-004	124483	35722
OCNT-2312462-AA-004	59276	26689
OCNT-2308624-AA-004	16223.5	9306
OCNT-2309903-AA-004	41128	5419
OCNT-2312782-AA-004	35038	7800.5
OCNT-2311502-AA-004	14921	815
OCNT-2308944-AA-004	63904.5	13671.5
OCNT-2312478-AA-004	19301	4903.5
OCNT-2309919-AA-004	20347	5473
OCNT-2308640-AA-004	7347	1999
OCNT-2311198-AA-004	121759.5	23713.5
OCNT-2308960-AA-004	148217	90178
OCNT-2311518-AA-004	17654.5	4566
OCNT-2310239-AA-004	186495	50397
OCNT-2312798-AA-004	140685.5	58641
OCNT-2309935-AA-004	55897	24608
OCNT-2308656-AA-004	18697.5	3359
OCNT-2312494-AA-004	14327	3438.5
OCNT-2311214-AA-004	37052.5	17541
OCNT-2311534-AA-004	3584.5	1142.5
OCNT-2310255-AA-004	15347.5	6861
OCNT-2312814-AA-004	34123.5	14700
OCNT-2308976-AA-004	102507.5	36052.5
OCNT-2308672-AA-004	8704	2123.5
OCNT-2311230-AA-004	41350.5	16578
OCNT-2312510-AA-004	364803	78184.5
OCNT-2309951-AA-004	44630	12564.5
OCNT-2310271-AQ-004	20324	13533
OCNT-2311550-AA-004	53706.5	19328.5
OCNT-2308992-AQ-004	6242.5	9228.5
OCNT-2312830-AA-004	69910	30352
OCNT-2308688-AA-004	37081.5	8564.5
OCNT-2312526-AA-004	456464.5	293899
OCNT-2309967-AA-004	124685	23734.5
OCNT-2311566-AA-004	11153	4454
OCNT-2312846-AA-004	78447.5	31093
OCNT-2310287-AA-004	90388.5	40095.5
OCNT-2309008-AA-004	4765	2033.5
OCNT-2311262-AA-004	11665	4038.5
OCNT-2309983-AA-004	9148.5	1963.5
OCNT-2312542-AA-004	84660	41212.5
OCNT-2308704-AA-004	145145.5	50668
OCNT-2309024-AA-004	22649	6703.5
OCNT-2310303-AA-004	22300	4592
OCNT-2312862-AA-004	1191	103
OCNT-2311582-AA-004	5092	1085.5
OCNT-2308720-AA-004	4556.5	1320
OCNT-2311278-AA-004	170248	46739
OCNT-2309999-AA-004	209782	136144.5
OCNT-2312558-AA-004	23877.5	7938.5
OCNT-2309040-AA-004	1722.5	0
OCNT-2311598-AA-004	125960	47840.5
OCNT-2312878-AA-004	101078	19021.5
OCNT-2310319-AA-004	87592	59375.5
OCNT-2308736-AA-004	141518.5	38355
OCNT-2310015-AA-004	292101.5	174012.5
OCNT-2312574-AA-004	4940.5	1263.5
OCNT-2311294-AA-004	10394.5	2899
OCNT-2310460-AA-004	232902.5	91477
OCNT-2311245-AA-004	194459.5	145799
OCNT-2310745-AA-004	24809	9636.5
OCNT-2310335-AA-004	46995.5	13684.5
OCNT-2309056-AA-004	251941	101176.5
OCNT-2311614-AA-004	12632	1387
OCNT-2312894-AA-004	35597	15178.5
OCNT-2312590-AA-004	0	0
OCNT-2311310-AA-004	99857.5	45858.5
OCNT-2310031-AA-004	11364	3416.5
OCNT-2309072-AA-004	4133.5	488
OCNT-2310351-AA-004	79384	20564
OCNT-2311630-AA-004	13467.5	3067
OCNT-2312910-AA-004	34064	18731
OCNT-2310047-AA-004	61943	16213
OCNT-2308768-AA-004	491283	245490.5
OCNT-2311326-AA-004	11671.5	1208
OCNT-2312606-AA-004	8576	2292
OCNT-2310367-AA-004	139068.5	89574
OCNT-2312926-AA-004	73446.5	34700.5
OCNT-2311646-AA-004	17701	10466
OCNT-2309743-AA-004	9872.5	966
OCNT-2308465-AA-004	1831	73
OCNT-2312302-AA-004	68475	16914
OCNT-2311022-AA-004	11620.5	3957
OCNT-2310063-AA-004	19615.5	11921
OCNT-2311342-AA-004	13357.5	2806
OCNT-2308784-AA-004	15009	4279
OCNT-2312622-AA-004	12530	2903
OCNT-2312318-AA-004	52591	11196.5
OCNT-2311038-AA-004	26829	9086.5
OCNT-2309759-AA-004	17805.5	2119
OCNT-2308480-AA-004	4658	1341
OCNT-2310079-AA-004	82396	20173
OCNT-2308800-AA-004	10220.5	4689
OCNT-2312638-AA-004	136557	27256
OCNT-2311358-AA-004	14950.5	4636.5
OCNT-2312334-AA-004	20313	3450.5
OCNT-2309775-AA-004	16518.5	7961.5
OCNT-2308496-AA-004	15728.5	4168
OCNT-2311054-AA-004	45895	28391
OCNT-2309456-AA-004	57378	33328
OCNT-2312014-AA-004	206429.5	152813.5
OCNT-2313294-AA-004	48262.5	7097
OCNT-2310734-AA-004	37635.5	10239.5
OCNT-2310430-AA-004	133698	95962
OCNT-2311710-AA-004	10490	4871
OCNT-2312990-AA-004	30901	8351
OCNT-2309152-AA-004	31464	3750
OCNT-2313310-AA-004	94449.5	15665
OCNT-2312030-AA-004	0	0
OCNT-2310750-AA-004	202680.5	105079
OCNT-2309472-AA-004	27609.5	7927
OCNT-2313006-AA-004	16070.5	7241.5
OCNT-2309168-AA-004	19630	9071
OCNT-2310446-AA-004	778.5	23
OCNT-2311726-AA-004	76299.5	46185
OCNT-2313326-AA-004	55268	8911.5
OCNT-2309488-AA-004	18676.5	11813.5
OCNT-2310766-AA-004	36428.5	8786
OCNT-2312046-AA-004	11238.5	4335.5
OCNT-2310462-AA-004	222	32
OCNT-2313022-AA-004	53012	8047.5
OCNT-2309184-AA-004	58460.5	27959
OCNT-2311742-AA-004	19658.5	8424.5
OCNT-2312062-AA-004	41333.5	8049
OCNT-2309504-AA-004	36560.5	9537
OCNT-2313342-AA-004	5156	1801
OCNT-2310782-AA-004	15933.5	6909
OCNT-2309200-AA-004	51291.5	11530.5
OCNT-2310478-AA-004	69746.5	65595.5
OCNT-2311758-AA-004	31211	7995
OCNT-2313038-AA-004	169220	87509
OCNT-2313358-AA-004	27269.5	12153.5
OCNT-2312078-AA-004	362742	245801
OCNT-2310798-AA-004	131502	43337.5
OCNT-2309520-AA-004	17880.5	5060
